name;term;party;city;birth_year
Alaettin GÜVEN;22;AK PARTÝ;KÜTAHYA;1950.0
Halil Ýbrahim YILMAZ;22;AK PARTÝ;KÜTAHYA;1954.0
Hasan Fehmi KÝNAY;22;AK PARTÝ;KÜTAHYA;1964
Hüsnü ORDU;22;AK PARTÝ;KÜTAHYA;1953.0
Soner AKSOY;22;AK PARTÝ;KÜTAHYA;1941
Ahmet Münir ERKAL;22;AK PARTÝ;MALATYA;1954.0
Ali Osman BAÞKURT;22;AK PARTÝ;MALATYA;1954.0
Ferit Mevlüt ASLANOÐLU;22;CHP;MALATYA;1952
Fuat ÖLMEZTOPRAK;22;AK PARTÝ;MALATYA;1950
Miraç AKDOÐAN;22;ANAP;MALATYA;1958.0
Muharrem KILIÇ;22;CHP;MALATYA;1952
Süleyman SARIBAÞ;22;ANAP;MALATYA;1959
Bülent ARINÇ;22;AK PARTÝ;MANÝSA;1948.0
Hakan TAÞCI;22;AK PARTÝ;MANÝSA;1969.0
Hasan ÖREN;22;CHP;MANÝSA;1953
Hüseyin TANRIVERDÝ;22;AK PARTÝ;MANÝSA;1956.0
Ýsmail BÝLEN;22;AK PARTÝ;MANÝSA;1961.0
Mehmet ÇERÇÝ;22;AK PARTÝ;MANÝSA;1960
Mustafa Erdoðan YETENÇ;22;CHP;MANÝSA;1946
Nuri ÇÝLÝNGÝR;22;CHP;MANÝSA;1952.0
Süleyman TURGUT;22;AK PARTÝ;MANÝSA;1971.0
Ufuk ÖZKAN;22;CHP;MANÝSA;1960.0
Mahmut DUYAN;22;CHP;MARDÝN;1955.0
Mehmet Beþir HAMÝDÝ;22;AK PARTÝ;MARDÝN;1953.0
Muharrem DOÐAN;22;ANAP;MARDÝN;1947
Nihat ERÝ;22;AK PARTÝ;MARDÝN;1948.0
Selahattin CEBELÝ;22;AK PARTÝ;MARDÝN;1957.0
Süleyman BÖLÜNMEZ;22;BAÐIMSIZ;MARDÝN;1956.0
Ali ER;22;AK PARTÝ;MERSÝN;1949.0
Ali OKSAL;22;CHP;MERSÝN;1951
Dengir Mir Mehmet FIRAT;22;AK PARTÝ;MERSÝN;1943.0
Ersoy BULUT;22;BAÐIMSIZ;MERSÝN;1939
Hüseyin ÖZCAN;22;ANAP;MERSÝN;1946.0
Hüseyin GÜLER;22;ANAP;MERSÝN;1965
Mustafa ÖZYÜREK;22;CHP;MERSÝN;1939.0
Mustafa EYÝCEOÐLU;22;AK PARTÝ;MERSÝN;1967
Ömer ÝNAN;22;AK PARTÝ;MERSÝN;1994
Saffet BENLÝ;22;AK PARTÝ;MERSÝN;1955
Þefik ZENGÝN;22;CHP;MERSÝN;1954
Vahit ÇEKMEZ;22;CHP;MERSÝN;1947.0
Ali ARSLAN;22;CHP;MUÐLA;1955.0
Ali Cumhur YAKA;22;CHP;MUÐLA;1950.0
Fahrettin ÜSTÜN;22;CHP;MUÐLA;1966.0
Gürol ERGÝN;22;CHP;MUÐLA;1944
Hasan ÖZYER;22;ANAP;MUÐLA;1960.0
Orhan Seyfi TERZÝBAÞIOÐLU;22;AK PARTÝ;MUÐLA;1947.0
Medeni YILMAZ;22;AK PARTÝ;MUÞ;1954.0
Mehmet Þerif ERTUÐRUL;22;CHP;MUÞ;1947.0
Sabahattin YILDIZ;22;AK PARTÝ;MUÞ;1960.0
Seracettin KARAYAÐIZ;22;AK PARTÝ;MUÞ;1955
Mehmet ELKATMIÞ;22;AK PARTÝ;NEVÞEHÝR;1947.0
Osman SEYFÝ;22;AK PARTÝ;NEVÞEHÝR;1948.0
Rýtvan KÖYBAÞI;22;AK PARTÝ;NEVÞEHÝR;1965.0
Erdoðan ÖZEGEN;22;AK PARTÝ;NÝÐDE;1965.0
Mahmut Uður ÇETÝN;22;AK PARTÝ;NÝÐDE;1965.0
Orhan ERASLAN;22;CHP;NÝÐDE;1954
Cemal UYSAL;22;AK PARTÝ;ORDU;1940.0
Enver YILMAZ;22;AK PARTÝ;ORDU;1970
Eyüp FATSA;22;AK PARTÝ;ORDU;1961.0
Hamit TAÞCI;22;AK PARTÝ;ORDU;1946.0
Ýdris Sami TANDOÐDU;22;CHP;ORDU;1945.0
Kazým TÜRKMEN;22;CHP;ORDU;1972
Mehmet Hilmi GÜLER;22;AK PARTÝ;ORDU;1949
Durdu Mehmet KASTAL;22;AK PARTÝ;OSMANÝYE;1969.0
Mehmet SARI;22;AK PARTÝ;OSMANÝYE;1961
Necati UZDÝL;22;CHP;OSMANÝYE;1946.0
Þükrü ÜNAL;22;AK PARTÝ;OSMANÝYE;1954
Abdulkadir KART;22;AK PARTÝ;RÝZE;1964.0
Ýlyas ÇAKIR;22;AK PARTÝ;RÝZE;1966.0
Ýmdat SÜTLÜOÐLU;22;AK PARTÝ;RÝZE;1953.0
Ayhan Sefer ÜSTÜN;22;AK PARTÝ;SAKARYA;1970.0
Erol Aslan CEBECÝ;22;AK PARTÝ;SAKARYA;1963.0
Hasan Ali ÇELÝK;22;AK PARTÝ;SAKARYA;1959.0
Recep YILDIRIM;22;AK PARTÝ;SAKARYA;1949
Süleyman GÜNDÜZ;22;AK PARTÝ;SAKARYA;1961
Þaban DÝÞLÝ;22;AK PARTÝ;SAKARYA;1958.0
Ahmet YENÝ;22;AK PARTÝ;SAMSUN;1955.0
Ahmet Haluk KOÇ;22;CHP;SAMSUN;1954.0
Cemal Yýlmaz DEMÝR;22;AK PARTÝ;SAMSUN;1960.0
Ýlyas Sezai ÖNDER;22;CHP;SAMSUN;1942.0
Mehmet KURT;22;AK PARTÝ;SAMSUN;1953
Musa UZUNKAYA;22;AK PARTÝ;SAMSUN;1952.0
Mustafa DEMÝR;22;AK PARTÝ;SAMSUN;1961
Mustafa ÇAKIR;22;AK PARTÝ;SAMSUN;1949.0
Suat KILIÇ;22;AK PARTÝ;SAMSUN;1972.0
Ekrem BÝLEK;22;CHP;SÝÝRT;1953
Mervan GÜL;22;AK PARTÝ;SÝÝRT;1961
Öner ERGENÇ;22;AK PARTÝ;SÝÝRT;1944.0
Öner GÜLYEÞÝL;22;AK PARTÝ;SÝÝRT;1945
Recep Tayyip ERDOÐAN;22;AK PARTÝ;SÝÝRT;2003.0
Cahit CAN;22;AK PARTÝ;SÝNOP;1956.0
Engin ALTAY;22;CHP;SÝNOP;1963.0
Mustafa ÖZTÜRK;22;AK PARTÝ;SÝNOP;1949.0
Abdüllatif ÞENER;22;AK PARTÝ;SÝVAS;1954.0
Nurettin SÖZEN;22;CHP;SÝVAS;1937.0
Orhan TAÞ;22;AK PARTÝ;SÝVAS;1961.0
Osman KILIÇ;22;AK PARTÝ;SÝVAS;1955
Ömer KULAKSIZ;22;AK PARTÝ;SÝVAS;1968.0
Selami UZUN;22;AK PARTÝ;SÝVAS;1957
Abdurrahman Müfit YETKÝN;22;AK PARTÝ;ÞANLIURFA;1953.0
Mahmut KAPLAN;22;AK PARTÝ;ÞANLIURFA;1947.0
Mahmut YILDIZ;22;CHP;ÞANLIURFA;1948
Mehmet ÖZLEK;22;AK PARTÝ;ÞANLIURFA;1939.0
Mehmet Atilla MARAÞ;22;AK PARTÝ;ÞANLIURFA;1949.0
Mehmet Faruk BAYRAK;22;AK PARTÝ;ÞANLIURFA;1964.0
Mehmet Vedat MELÝK;22;CHP;ÞANLIURFA;1954.0
Sabahattin CEVHERÝ;22;AK PARTÝ;ÞANLIURFA;1950.0
Turan TÜYSÜZ;22;ANAP;ÞANLIURFA;1970
Yahya AKMAN;22;AK PARTÝ;ÞANLIURFA;1966.0
Zülfükar ÝZOL;22;AK PARTÝ;ÞANLIURFA;1959.0
Abdullah Veli SEYDA;22;AK PARTÝ;ÞIRNAK;1958.0
Ýbrahim Hakký BÝRLÝK;22;AK PARTÝ;ÞIRNAK;1952.0
Mehmet TATAR;22;DYP;ÞIRNAK;1945
Ahmet KAMBUR;22;AK PARTÝ;TEKÝRDAÐ;1954.0
Enis TÜTÜNCÜ;22;CHP;TEKÝRDAÐ;1943
Erdoðan KAPLAN;22;CHP;TEKÝRDAÐ;1954.0
Mehmet Nuri SAYGUN;22;CHP;TEKÝRDAÐ;1952.0
Tevfik Ziyaeddin AKBULUT;22;AK PARTÝ;TEKÝRDAÐ;1949
Feramüz ÞAHÝN;22;CHP;TOKAT;1964.0
Ýbrahim ÇAKMAK;22;AK PARTÝ;TOKAT;1961.0
Mehmet Ergün DAÐCIOÐLU;22;AK PARTÝ;TOKAT;1952
Orhan Ziya DÝREN;22;CHP;TOKAT;1947
Resul TOSUN;22;AK PARTÝ;TOKAT;1956.0
Þükrü AYALAN;22;AK PARTÝ;TOKAT;1963.0
Zeyid ASLAN;22;AK PARTÝ;TOKAT;1965
Ali Aydýn DUMANOÐLU;22;AK PARTÝ;TRABZON;1944
Asým AYKAN;22;AK PARTÝ;TRABZON;1953
Cevdet ERDÖL;22;AK PARTÝ;TRABZON;1958
Faruk Nafýz ÖZAK;22;AK PARTÝ;TRABZON;1946.0
Kemalettin GÖKTAÞ;22;AK PARTÝ;TRABZON;1950
Mehmet Akif HAMZAÇEBÝ;22;CHP;TRABZON;1953.0
Mustafa CUMUR;22;AK PARTÝ;TRABZON;1964.0
Þevket ARZ;22;CHP;TRABZON;1952.0
Hasan GÜYÜLDAR;22;CHP;TUNCELÝ;1946.0
Vahdet Sinan YERLÝKAYA;22;CHP;TUNCELÝ;1951.0
Ahmet ÇAÐLAYAN;22;AK PARTÝ;UÞAK;1952.0
Alim TUNÇ;22;AK PARTÝ;UÞAK;1964.0
Osman COÞKUNOÐLU;22;CHP;UÞAK;1947.0
Cüneyit KARABIYIK;22;AK PARTÝ;VAN;1949.0
Hacý BÝNER;22;AK PARTÝ;VAN;1950.0
Halil KAYA;22;AK PARTÝ;VAN;1920.0
Hüseyin ÇELÝK;22;AK PARTÝ;VAN;1959.0
Maliki Ejder ARVAS;22;AK PARTÝ;VAN;1950.0
Mehmet KARTAL;22;BAÐIMSIZ;VAN;1941.0
Yekta HAYDAROÐLU;22;AK PARTÝ;VAN;1954.0
Muharrem ÝNCE;22;CHP;YALOVA;1964.0
Þükrü ÖNDER;22;AK PARTÝ;YALOVA;1948.0
Bekir BOZDAÐ;22;AK PARTÝ;YOZGAT;1965
Emin KOÇ;22;CHP;YOZGAT;1950.0
Ýlyas ARSLAN;22;AK PARTÝ;YOZGAT;1956
Mehmet ÇÝÇEK;22;AK PARTÝ;YOZGAT;1946.0
Mehmet ERDEMÝR;22;ANAP;YOZGAT;1953.0
Mehmet Yaþar ÖZTÜRK;22;AK PARTÝ;YOZGAT;1967.0
Fazlý ERDOÐAN;22;AK PARTÝ;ZONGULDAK;1956.0
Harun AKIN;22;CHP;ZONGULDAK;1963.0
Köksal TOPTAN;22;AK PARTÝ;ZONGULDAK;1943
Nadir SARAÇ;22;CHP;ZONGULDAK;1956.0
Polat TÜRKMEN;22;AK PARTÝ;ZONGULDAK;1957.0
