name;term;party;city;birth_year
Leyla ÞAHÝN USTA;26;AK PARTÝ;KONYA;1973.0
Mehmet BABAOÐLU;26;AK PARTÝ;KONYA;1965.0
Muhammet Uður KALELÝ;26;AK PARTÝ;KONYA;1958.0
Mustafa KALAYCI;26;MHP;KONYA;1960.0
Mustafa BALOÐLU;26;AK PARTÝ;KONYA;1967.0
Mustafa Hüsnü BOZKURT;26;CHP;KONYA;1950.0
Ömer ÜNAL;26;AK PARTÝ;KONYA;1970.0
Ziya ALTUNYALDIZ;26;AK PARTÝ;KONYA;1963.0
Ahmet TAN;26;AK PARTÝ;KÜTAHYA;1965.0
Ýshak GAZEL;26;AK PARTÝ;KÜTAHYA;1980
Mustafa Þükrü NAZLI;26;AK PARTÝ;KÜTAHYA;1966.0
Vural KAVUNCU;26;AK PARTÝ;KÜTAHYA;1966.0
Bülent TÜFENKCÝ;26;AK PARTÝ;MALATYA;1966.0
Mustafa ÞAHÝN;26;AK PARTÝ;MALATYA;1956
Nurettin YAÞAR;26;AK PARTÝ;MALATYA;1961.0
Öznur ÇALIK;26;AK PARTÝ;MALATYA;1965.0
Taha ÖZHAN;26;AK PARTÝ;MALATYA;1977.0
Veli AÐBABA;26;CHP;MALATYA;1968
Erkan AKÇAY;26;MHP;MANÝSA;1961.0
Ýsmail BÝLEN;26;AK PARTÝ;MANÝSA;1961.0
Mazlum NURLU;26;CHP;MANÝSA;1965
Murat BAYBATUR;26;AK PARTÝ;MANÝSA;1978.0
Özgür ÖZEL;26;CHP;MANÝSA;1974.0
Recai BERBER;26;AK PARTÝ;MANÝSA;1959.0
Selçuk ÖZDAÐ;26;AK PARTÝ;MANÝSA;1958
Tur YILDIZ BÝÇER;26;CHP;MANÝSA;1968.0
Uður AYDEMÝR;26;AK PARTÝ;MANÝSA;1967.0
Ali ATALAN;26;HDP;MARDÝN;1968.0
Ceyda BÖLÜNMEZ ÇANKIRI;26;AK PARTÝ;MARDÝN;1978.0
Erol DORA;26;HDP;MARDÝN;1964.0
Gülser YILDIRIM;26;HDP;MARDÝN;1963.0
Mithat SANCAR;26;HDP;MARDÝN;1963.0
Orhan MÝROÐLU;26;AK PARTÝ;MARDÝN;1953
Ali Cumhur TAÞKIN;26;AK PARTÝ;MERSÝN;1967.0
Aytuð ATICI;26;CHP;MERSÝN;1964.0
Baki ÞÝMÞEK;26;MHP;MERSÝN;1969.0
Dengir Mir Mehmet FIRAT;26;HDP;MERSÝN;1943.0
Durmuþ Fikri SAÐLAR;26;CHP;MERSÝN;1953.0
Hacý ÖZKAN;26;AK PARTÝ;MERSÝN;1963.0
Hüseyin ÇAMAK;26;CHP;MERSÝN;1948.0
Lütfi ELVAN;26;AK PARTÝ;MERSÝN;1962.0
Oktay ÖZTÜRK;26;MHP;MERSÝN;1951
Serdal KUYUCUOÐLU;26;CHP;MERSÝN;1950.0
Yýlmaz TEZCAN;26;AK PARTÝ;MERSÝN;1968
Akýn ÜSTÜNDAÐ;26;CHP;MUÐLA;1968.0
Hasan ÖZYER;26;AK PARTÝ;MUÐLA;1960.0
Mehmet ERDOÐAN;26;MHP;MUÐLA;1956
Nihat ÖZTÜRK;26;AK PARTÝ;MUÐLA;1973
Nurettin DEMÝR;26;CHP;MUÐLA;1953.0
Ömer Süha ALDAN;26;CHP;MUÐLA;1959.0
Ahmet YILDIRIM;26;HDP;MUÞ;1974
Burcu ÇELÝK ÖZKAN;26;HDP;MUÞ;1986
Mehmet Emin ÞÝMÞEK;26;AK PARTÝ;MUÞ;1964.0
Ebubekir GÝZLÝGÝDER;26;AK PARTÝ;NEVÞEHÝR;1979.0
Murat GÖKTÜRK;26;AK PARTÝ;NEVÞEHÝR;1970.0
Mustafa AÇIKGÖZ;26;AK PARTÝ;NEVÞEHÝR;1971.0
Alpaslan KAVAKLIOÐLU;26;AK PARTÝ;NÝÐDE;1962.0
Erdoðan ÖZEGEN;26;AK PARTÝ;NÝÐDE;1965.0
Ömer Fethi GÜRER;26;CHP;NÝÐDE;1957.0
Ergün TAÞCI;26;AK PARTÝ;ORDU;1974.0
Metin GÜNDOÐDU;26;AK PARTÝ;ORDU;1973.0
Numan KURTULMUÞ;26;AK PARTÝ;ORDU;1959.0
Oktay ÇANAK;26;AK PARTÝ;ORDU;1975.0
Seyit TORUN;26;CHP;ORDU;1968.0
Devlet BAHÇELÝ;26;MHP;OSMANÝYE;1948.0
Ruhi ERSOY;26;MHP;OSMANÝYE;1972.0
Suat ÖNAL;26;AK PARTÝ;OSMANÝYE;1961.0
Hasan KARAL;26;AK PARTÝ;RÝZE;1973.0
Hikmet AYAR;26;AK PARTÝ;RÝZE;1957.0
Osman Aþkýn BAK;26;AK PARTÝ;RÝZE;1966.0
Ali Ýhsan YAVUZ;26;AK PARTÝ;SAKARYA;1969.0
Ayhan Sefer ÜSTÜN;26;AK PARTÝ;SAKARYA;1970.0
Engin ÖZKOÇ;26;CHP;SAKARYA;1962.0
Mustafa ÝSEN;26;AK PARTÝ;SAKARYA;1953.0
Recep UNCUOÐLU;26;AK PARTÝ;SAKARYA;1970.0
Þaban DÝÞLÝ;26;AK PARTÝ;SAKARYA;1958.0
Zihni AÇBA;26;MHP;SAKARYA;1956.0
Ahmet DEMÝRCAN;26;AK PARTÝ;SAMSUN;1954.0
Akif Çaðatay KILIÇ;26;AK PARTÝ;SAMSUN;1976.0
Çiðdem KARAASLAN;26;AK PARTÝ;SAMSUN;1979.0
Erhan USTA;26;MHP;SAMSUN;1966.0
Fuat KÖKTAÞ;26;AK PARTÝ;SAMSUN;1964.0
Hasan Basri KURT;26;AK PARTÝ;SAMSUN;1978.0
Hayati TEKÝN;26;CHP;SAMSUN;1959.0
Kemal ZEYBEK;26;CHP;SAMSUN;1962.0
Orhan KIRCALI;26;AK PARTÝ;SAMSUN;1968.0
Besime KONCA;26;HDP;SÝÝRT;1970.0
Kadri YILDIRIM;26;HDP;SÝÝRT;1959
Yasin AKTAY;26;AK PARTÝ;SÝÝRT;1966.0
Barýþ KARADENÝZ;26;CHP;SÝNOP;1975.0
Nazým MAVÝÞ;26;AK PARTÝ;SÝNOP;1971.0
Ali AKYILDIZ;26;CHP;SÝVAS;1964.0
Hilmi BÝLGÝN;26;AK PARTÝ;SÝVAS;1972
Ýsmet YILMAZ;26;AK PARTÝ;SÝVAS;1961.0
Mehmet Habib SOLUK;26;AK PARTÝ;SÝVAS;1950
Selim DURSUN;26;AK PARTÝ;SÝVAS;1957
Ahmet Eþref FAKIBABA;26;AK PARTÝ;ÞANLIURFA;1951.0
Dilek ÖCALAN;26;HDP;ÞANLIURFA;1987.0
Faruk ÇELÝK;26;AK PARTÝ;ÞANLIURFA;1956.0
Halil ÖZCAN;26;AK PARTÝ;ÞANLIURFA;1964.0
Ýbrahim AYHAN;26;HDP;ÞANLIURFA;1968.0
Ýbrahim Halil YILDIZ;26;AK PARTÝ;ÞANLIURFA;1976.0
Kemalettin YILMAZTEKÝN;26;AK PARTÝ;ÞANLIURFA;1980.0
Mahmut KAÇAR;26;AK PARTÝ;ÞANLIURFA;1975
Mehmet AKYÜREK;26;AK PARTÝ;ÞANLIURFA;1950.0
Mehmet Ali CEVHERÝ;26;AK PARTÝ;ÞANLIURFA;1961.0
Mehmet Kasým GÜLPINAR;26;AK PARTÝ;ÞANLIURFA;1969.0
Osman BAYDEMÝR;26;HDP;ÞANLIURFA;1971.0
Aycan ÝRMEZ;26;HDP;ÞIRNAK;1985.0
Faysal SARIYILDIZ;26;HDP;ÞIRNAK;1975.0
Ferhat ENCU;26;HDP;ÞIRNAK;1985
Leyla BÝRLÝK;26;HDP;ÞIRNAK;1974
Ayþe DOÐAN;26;AK PARTÝ;TEKÝRDAÐ;1971
Candan YÜCEER;26;CHP;TEKÝRDAÐ;1973.0
Emre KÖPRÜLÜ;26;CHP;TEKÝRDAÐ;1981.0
Faik ÖZTRAK;26;CHP;TEKÝRDAÐ;1954
Metin AKGÜN;26;AK PARTÝ;TEKÝRDAÐ;1958.0
Mustafa YEL;26;AK PARTÝ;TEKÝRDAÐ;1968.0
Celil GÖÇER;26;AK PARTÝ;TOKAT;1970.0
Coþkun ÇAKIR;26;AK PARTÝ;TOKAT;1966.0
Kadim DURMAZ;26;CHP;TOKAT;1953.0
Yusuf BEYAZIT;26;AK PARTÝ;TOKAT;1962.0
Zeyid ASLAN;26;AK PARTÝ;TOKAT;1965
Adnan GÜNNAR;26;AK PARTÝ;TRABZON;1966
Ayþe Sula KÖSEOÐLU;26;AK PARTÝ;TRABZON;1969.0
Haluk PEKÞEN;26;CHP;TRABZON;1961.0
Muhammet BALTA;26;AK PARTÝ;TRABZON;1966.0
Salih CORA;26;AK PARTÝ;TRABZON;1981.0
Süleyman SOYLU;26;AK PARTÝ;TRABZON;1969.0
Alican ÖNLÜ;26;HDP;TUNCELÝ;1967
Gürsel EROL;26;CHP;TUNCELÝ;1963.0
Alim TUNÇ;26;AK PARTÝ;UÞAK;1964.0
Mehmet ALTAY;26;AK PARTÝ;UÞAK;1972.0
Özkan YALIM;26;CHP;UÞAK;1969.0
Adem GEVERÝ;26;HDP;VAN;1978.0
Bedia ÖZGÖKÇE ERTAN;26;HDP;VAN;1975.0
Beþir ATALAY;26;AK PARTÝ;VAN;1947.0
Burhan KAYATÜRK;26;AK PARTÝ;VAN;1970
Figen YÜKSEKDAÐ ÞENOÐLU;26;HDP;VAN;1971.0
Lezgin BOTAN;26;HDP;VAN;1972
Nadir YILDIRIM;26;HDP;VAN;1981.0
Tuðba HEZER ÖZTÜRK;26;HDP;VAN;1989
Fikri DEMÝREL;26;AK PARTÝ;YALOVA;1956.0
Muharrem ÝNCE;26;CHP;YALOVA;1964.0
Abdulkadir AKGÜL;26;AK PARTÝ;YOZGAT;1959
Bekir BOZDAÐ;26;AK PARTÝ;YOZGAT;1965
Ertuðrul SOYSAL;26;AK PARTÝ;YOZGAT;1963.0
Yusuf BAÞER;26;AK PARTÝ;YOZGAT;1965
Faruk ÇATUROÐLU;26;AK PARTÝ;ZONGULDAK;1961.0
Hüseyin ÖZBAKIR;26;AK PARTÝ;ZONGULDAK;1950.0
Özcan ULUPINAR;26;AK PARTÝ;ZONGULDAK;1970.0
Þerafettin TURPCU;26;CHP;ZONGULDAK;1955.0
Ünal DEMÝRTAÞ;26;CHP;ZONGULDAK;1971.0
