NAME;TERM;PARTY;CITY;KANUN_TEKLIF_ILK;KANUN_TEKLIF;SORU_ONERGELERI_YAZILI;SORU_ONERGELERI_SOZLU;GENEL_GORUSME_ILK;GENEL_GORUSME;MEC_SORUSTURMA_ILK;MEC_SORUSTURMA;MEC_ARASTIRMA_ILK;MEC_ARASTIRMA;GENSORU_ILK;GENSORU;AGE
Arzu ERDEM;27;MHP;İSTANBUL;30;31;101;0;0;0;0;0;13;114;0;0;48.0
Aykut ERDOĞDU;27;CHP;İSTANBUL;0;3;26;0;0;0;0;0;1;19;0;0;46.0
Aziz BABUŞCU;27;AK PARTİ;İSTANBUL;0;4;0;0;0;0;0;0;0;1;0;0;54.0
Berat ALBAYRAK;27;AK PARTİ;İSTANBUL;0;0;0;0;0;0;0;0;0;0;0;0;40.0
Canan KALSIN;27;AK PARTİ;İSTANBUL;0;25;0;0;0;0;0;0;0;7;0;0;51.0
Celal ADAN;27;MHP;İSTANBUL;0;1;0;0;0;0;0;0;0;0;0;0;67.0
Cemal ÇETİN;27;MHP;İSTANBUL;0;2;0;0;0;0;0;0;0;133;0;0;55.0
Dilşat CANBAZ KAYA;27;HDP;İSTANBUL;8;10;1059;0;3;3;0;0;14;679;0;0;45.0
Edip Semih YALÇIN;27;MHP;İSTANBUL;0;3;2;0;0;0;0;0;0;10;0;0;60.0
Emine Gülizar EMECAN;27;CHP;İSTANBUL;9;15;46;0;1;1;0;0;10;287;0;0;50.0
Emine Sare AYDIN;27;AK PARTİ;İSTANBUL;0;41;0;0;0;0;0;0;0;5;0;0;43.0
Engin ALTAY;27;CHP;İSTANBUL;76;76;26;0;11;11;0;0;48;67;0;0;55.0
Erdoğan TOPRAK;27;CHP;İSTANBUL;0;6;2;0;0;0;0;0;2;19;0;0;59.0
Erkan BAŞ;27;TİP;İSTANBUL;9;9;44;0;0;0;0;0;0;1;0;0;39.0
Erkan KANDEMİR;27;AK PARTİ;İSTANBUL;0;4;0;0;0;0;0;0;0;0;0;0;37.0
Erol KATIRCIOĞLU;27;HDP;İSTANBUL;1;24;38;0;1;1;0;0;11;441;0;0;67.0
Erol KAYA;27;AK PARTİ;İSTANBUL;0;37;0;0;0;0;0;0;1;16;0;0;59.0
Eyüp ÖZSOY;27;AK PARTİ;İSTANBUL;0;42;0;0;0;0;0;0;0;20;0;0;35.0
Fatih Mehmet ŞEKER;27;BAĞIMSIZ;İSTANBUL;0;1;8;0;0;0;0;0;0;1;0;0;43.0
Fatih Süleyman DENİZOLGUN;27;AK PARTİ;İSTANBUL;0;44;0;0;0;0;0;0;0;30;0;0;31.0
Fatma Betül SAYAN KAYA;27;AK PARTİ;İSTANBUL;0;70;0;0;0;0;0;0;0;18;0;0;37.0
Fethi AÇIKEL;27;CHP;İSTANBUL;0;4;17;0;0;0;0;0;2;61;0;0;48.0
Feti YILDIZ;27;MHP;İSTANBUL;4;5;0;0;0;0;0;0;0;45;0;0;65.0
Gamze AKKUŞ İLGEZDİ;27;CHP;İSTANBUL;8;14;213;0;5;5;0;0;11;530;0;0;49.0
Gökan ZEYBEK;27;CHP;İSTANBUL;2;7;58;0;3;3;0;0;15;334;0;0;54.0
Gürsel TEKİN;27;CHP;İSTANBUL;23;28;97;0;0;0;0;0;15;88;0;0;54.0
Hakkı Saruhan OLUÇ;27;HDP;İSTANBUL;27;27;19;0;25;25;0;0;161;278;0;0;60.0
Halis DALKILIÇ;27;AK PARTİ;İSTANBUL;0;22;0;0;0;0;0;0;0;5;0;0;50.0
Hasan TURAN;27;AK PARTİ;İSTANBUL;1;33;0;0;0;0;0;0;0;14;0;0;51.0
Hayati ARKAZ;27;MHP;İSTANBUL;0;4;0;0;0;0;0;0;6;151;0;0;61.0
Hayrettin NUHOĞLU;27;İYİ PARTİ;İSTANBUL;1;3;49;0;0;0;0;0;23;543;0;0;65.0
Hulusi ŞENTÜRK;27;AK PARTİ;İSTANBUL;1;10;0;0;0;0;0;0;0;16;0;0;55.0
Hüda KAYA;27;HDP;İSTANBUL;3;4;87;0;0;0;0;0;6;106;0;0;58.0
İbrahim Özden KABOĞLU;27;CHP;İSTANBUL;5;22;24;0;0;0;0;0;10;121;0;0;68.0
İffet POLAT;27;AK PARTİ;İSTANBUL;1;52;0;0;0;0;0;0;0;10;0;0;50.0
İlhan KESİCİ;27;CHP;İSTANBUL;0;5;0;0;0;0;0;0;0;51;0;0;70.0
İsmail Faruk AKSU;27;MHP;İSTANBUL;12;15;0;0;0;0;0;0;0;43;0;0;55.0
İsmet UÇMA;27;AK PARTİ;İSTANBUL;0;8;0;0;0;0;0;0;0;3;0;0;63.0
İzzet Ulvi YÖNTER;27;MHP;İSTANBUL;8;9;1;0;0;0;0;0;2;28;0;0;42.0
Kadri Enis BERBEROĞLU;27;CHP;İSTANBUL;0;15;1;0;0;0;0;0;0;53;0;0;62.0
Mahmut TANAL;27;CHP;İSTANBUL;517;536;2283;0;15;15;0;0;63;1742;0;0;57.0
Markar ESEYAN;27;AK PARTİ;İSTANBUL;0;1;0;0;0;0;0;0;0;3;0;0;49.0
Mehmet MUŞ;27;AK PARTİ;İSTANBUL;6;7;0;0;0;0;0;0;1;4;0;0;36.0
Mehmet BEKAROĞLU;27;CHP;İSTANBUL;7;14;143;0;3;3;0;0;10;336;0;0;64.0
Mehmet Akif HAMZAÇEBİ;27;CHP;İSTANBUL;51;55;34;0;0;0;0;0;22;73;0;0;65.0
Mehmet Doğan KUBAT;27;AK PARTİ;İSTANBUL;0;12;0;0;0;0;0;0;0;0;0;0;49.0
Memet Bülent KARATAŞ;27;MHP;İSTANBUL;0;4;8;0;0;0;0;0;1;106;0;0;46.0
Mihrimah Belma SATIR;27;AK PARTİ;İSTANBUL;0;20;0;0;0;0;0;0;0;3;0;0;57.0
Musa PİROĞLU;27;HDP;İSTANBUL;1;2;25;0;2;2;0;0;3;490;0;0;50.0
Mustafa ATAŞ;27;AK PARTİ;İSTANBUL;0;24;0;0;0;0;0;0;0;3;0;0;61.0
Mustafa YENEROĞLU;27;DEVA;İSTANBUL;1;2;120;0;0;0;0;0;0;1;0;0;43.0
Mustafa DEMİR;27;AK PARTİ;İSTANBUL;3;55;0;0;0;0;0;0;1;5;0;0;57.0
Mustafa Sezgin TANRIKULU;27;CHP;İSTANBUL;438;882;10037;0;6;6;0;0;199;1871;0;0;55.0
Müşerref Pervin Tuba DURGUT;27;AK PARTİ;İSTANBUL;0;10;0;0;0;0;0;0;0;6;0;0;45.0
Nazır Cihangir İSLAM;27;CHP;İSTANBUL;1;16;69;0;2;2;0;0;4;198;0;0;59.0
Nevzat ŞATIROĞLU;27;AK PARTİ;İSTANBUL;3;19;0;0;0;0;0;0;0;19;0;0;51.0
Numan KURTULMUŞ;27;AK PARTİ;İSTANBUL;1;7;0;0;0;0;0;0;1;1;0;0;59.0
Nurettin CANİKLİ;27;AK PARTİ;İSTANBUL;0;2;0;0;0;0;0;0;1;1;0;0;58.0
Oğuz Kaan SALICI;27;CHP;İSTANBUL;0;4;13;0;0;0;0;0;2;5;0;0;46.0
Onursal ADIGÜZEL;27;CHP;İSTANBUL;5;10;84;0;5;5;0;0;16;911;0;0;33.0
Osman BOYRAZ;27;AK PARTİ;İSTANBUL;1;21;0;0;0;0;0;0;0;5;0;0;44.0
Oya ERSOY;27;HDP;İSTANBUL;11;12;445;0;2;2;0;0;64;1072;0;0;48.0
Özgür KARABAT;27;CHP;İSTANBUL;22;26;279;0;5;5;0;0;26;487;0;0;44.0
Pervin BULDAN;27;HDP;İSTANBUL;0;0;0;0;0;0;0;0;0;0;0;0;51.0
Ravza KAVAKCI KAN;27;AK PARTİ;İSTANBUL;0;40;0;0;0;0;0;0;0;7;0;0;46.0
Rümeysa KADAK;27;AK PARTİ;İSTANBUL;0;47;0;0;0;0;0;0;1;34;0;0;22.0
Saliha Sera KADIGİL;27;TİP;İSTANBUL;27;42;469;0;1;1;0;0;15;340;0;0;34.0
Serap YAŞAR;27;AK PARTİ;İSTANBUL;1;40;0;0;0;0;0;0;0;10;0;0;53.0
Serkan BAYRAM;27;AK PARTİ;İSTANBUL;0;33;0;0;0;0;0;0;0;17;0;0;44.0
Sibel ÖZDEMİR;27;CHP;İSTANBUL;27;45;130;0;10;10;0;0;34;1277;0;0;39.0
Süleyman SOYLU;27;AK PARTİ;İSTANBUL;0;0;0;0;0;0;0;0;0;0;0;0;49.0
Şamil AYRIM;27;AK PARTİ;İSTANBUL;0;33;0;0;0;0;0;0;0;18;0;0;68.0
Şirin ÜNAL;27;AK PARTİ;İSTANBUL;2;65;0;0;0;0;0;0;0;21;0;0;64.0
Turan AYDOĞAN;27;CHP;İSTANBUL;55;73;166;0;2;2;0;0;114;353;0;0;54.0
Tülay KAYNARCA;27;AK PARTİ;İSTANBUL;0;86;0;0;0;0;0;0;1;24;0;0;49.0
Ümit ÖZDAĞ;27;ZAFER P;İSTANBUL;4;5;54;0;1;1;0;0;1;88;0;0;57.0
Ümit BEYAZ;27;İYİ PARTİ;İSTANBUL;1;2;134;0;1;1;0;0;14;387;0;0;47.0
Vedat DEMİRÖZ;27;AK PARTİ;İSTANBUL;2;10;0;0;0;0;0;0;0;1;0;0;62.0
Volkan BOZKIR;27;AK PARTİ;İSTANBUL;0;4;0;0;0;0;0;0;0;10;0;0;68.0
Yavuz AĞIRALİOĞLU;27;BAĞIMSIZ;İSTANBUL;4;4;17;0;0;0;0;0;16;251;0;0;46.0
Yunus EMRE;27;CHP;İSTANBUL;2;6;190;0;1;1;0;0;6;470;0;0;36.0
Yüksel Mansur KILINÇ;27;CHP;İSTANBUL;4;9;76;0;2;2;0;0;16;288;0;0;57.0
Zafer SIRAKAYA;27;AK PARTİ;İSTANBUL;0;8;0;0;0;0;0;0;0;4;0;0;44.0
Zeynel EMRE;27;CHP;İSTANBUL;4;21;29;0;0;0;0;0;12;127;0;0;37.0
Zeynel ÖZEN;27;HDP;İSTANBUL;52;55;145;0;3;3;0;0;30;566;0;0;61.0
Ahmet Tuncay ÖZKAN;27;CHP;İZMİR;3;7;95;0;6;6;0;0;12;329;0;0;52.0
Atila SERTEL;27;CHP;İZMİR;19;27;668;0;6;6;0;0;15;915;0;0;62.0
Aytun ÇIRAY;27;İYİ PARTİ;İZMİR;1;2;97;0;1;1;0;0;2;241;0;0;61.0
Bedri SERTER;27;CHP;İZMİR;1;7;1256;0;5;5;0;0;85;485;0;0;58.0
Binali YILDIRIM;27;AK PARTİ;İZMİR;79;80;0;0;0;0;0;0;2;2;0;0;63.0
Cemal BEKLE;27;AK PARTİ;İZMİR;1;39;0;0;0;0;0;0;0;16;0;0;40.0
Ceyda BÖLÜNMEZ ÇANKIRI;27;AK PARTİ;İZMİR;0;22;0;0;0;0;0;0;0;5;0;0;40.0
Dursun Müsavat DERVİŞOĞLU;27;İYİ PARTİ;İZMİR;23;25;110;0;4;4;0;0;67;168;0;0;58.0
Ednan ARSLAN;27;CHP;İZMİR;15;21;623;0;3;3;0;0;11;273;0;0;39.0
Fehmi Alpay ÖZALAN;27;AK PARTİ;İZMİR;1;73;0;0;0;0;0;0;0;39;0;0;45.0
Hamza DAĞ;27;AK PARTİ;İZMİR;1;6;0;0;0;0;0;0;0;0;0;0;38.0
Hasan KALYONCU;27;MHP;İZMİR;8;10;88;0;0;0;0;0;14;185;0;0;49.0
Kamil Okyay SINDIR;27;CHP;İZMİR;25;30;269;0;5;5;0;0;23;521;0;0;56.0
Kani BEKO;27;CHP;İZMİR;5;12;153;0;6;6;0;0;8;591;0;0;65.0
Kemal KILIÇDAROĞLU;27;CHP;İZMİR;6;6;0;0;0;0;0;0;0;0;0;0;70.0
Mahir POLAT;27;CHP;İZMİR;14;19;619;0;17;17;0;0;35;780;0;0;43.0
Mahmut Atilla KAYA;27;AK PARTİ;İZMİR;1;7;0;0;0;0;0;0;0;1;0;0;45.0
Mehmet Ali ÇELEBİ;27;AK PARTİ;İZMİR;121;139;4724;0;0;0;0;0;79;491;0;0;34.0
Murat ÇEPNİ;27;HDP;İZMİR;14;16;315;0;3;3;0;0;43;830;0;0;44.0
Murat BAKAN;27;CHP;İZMİR;113;119;968;0;0;0;0;0;96;617;0;0;46.0
Necip NASIR;27;AK PARTİ;İZMİR;0;63;4;0;0;0;0;0;0;19;0;0;59.0
Özcan PURÇU;27;CHP;İZMİR;20;25;260;0;2;2;0;0;25;598;0;0;41.0
Selin SAYEK BÖKE;27;CHP;İZMİR;1;7;41;0;2;2;0;0;10;219;0;0;46.0
Serpil KEMALBAY PEKGÖZEGÜ;27;HDP;İZMİR;39;60;245;0;2;2;0;0;74;855;0;0;54.0
Sevda ERDAN KILIÇ;27;CHP;İZMİR;17;24;1159;0;4;4;0;0;29;574;0;0;38.0
Tacettin BAYIR;27;CHP;İZMİR;1;5;266;0;6;6;0;0;2;682;0;0;58.0
Tamer OSMANAĞAOĞLU;27;MHP;İZMİR;8;11;324;0;0;0;0;0;11;174;0;0;55.0
Yaşar KIRKPINAR;27;AK PARTİ;İZMİR;1;51;0;0;0;0;0;0;0;18;0;0;45.0
Ahmet ÖZDEMİR;27;AK PARTİ;KAHRAMANMARAŞ;2;26;0;0;0;0;0;0;0;5;0;0;41.0
Ali ÖZTUNÇ;27;CHP;KAHRAMANMARAŞ;11;21;279;0;2;2;0;0;13;811;0;0;42.0
Celalettin GÜVENÇ;27;AK PARTİ;KAHRAMANMARAŞ;0;10;0;0;0;0;0;0;1;2;0;0;59.0
Habibe ÖÇAL;27;AK PARTİ;KAHRAMANMARAŞ;0;31;0;0;0;0;0;0;0;5;0;0;50.0
İmran KILIÇ;27;AK PARTİ;KAHRAMANMARAŞ;0;18;0;0;0;0;0;0;0;3;0;0;61.0
Mahir ÜNAL;27;AK PARTİ;KAHRAMANMARAŞ;0;2;0;0;0;0;0;0;0;2;0;0;52.0
Mehmet Cihat SEZAL;27;AK PARTİ;KAHRAMANMARAŞ;1;27;0;0;0;0;0;0;0;6;0;0;38.0
Sefer AYCAN;27;MHP;KAHRAMANMARAŞ;18;20;195;0;0;0;0;0;60;196;0;0;55.0
Cumhur ÜNAL;27;AK PARTİ;KARABÜK;0;12;0;0;0;0;0;0;0;2;0;0;52.0
Hüseyin Avni AKSOY;27;MEMLEKET P;KARABÜK;31;36;291;0;2;2;0;0;1;436;0;0;62.0
Niyazi GÜNEŞ;27;AK PARTİ;KARABÜK;0;33;0;0;0;0;0;0;0;15;0;0;65.0
İsmail Atakan ÜNVER;27;CHP;KARAMAN;5;9;142;0;5;5;0;0;30;296;0;0;44.0
Recep ŞEKER;27;AK PARTİ;KARAMAN;0;15;0;0;0;0;0;0;1;20;0;0;46.0
Selman Oğuzhan ESER;27;AK PARTİ;KARAMAN;0;29;0;0;0;0;0;0;0;18;0;0;35.0
Ahmet ARSLAN;27;AK PARTİ;KARS;0;17;0;0;0;0;0;0;0;15;0;0;56.0
Ayhan BİLGEN;27;HDP;KARS;0;0;5;0;0;0;0;0;5;97;0;0;47.0
Yunus KILIÇ;27;AK PARTİ;KARS;0;8;0;0;0;0;0;0;1;7;0;0;53.0
Hakkı KÖYLÜ;27;AK PARTİ;KASTAMONU;0;2;0;0;0;0;0;0;0;2;0;0;70.0
Hasan BALTACI;27;CHP;KASTAMONU;6;14;245;0;2;2;0;0;4;312;0;0;40.0
Metin ÇELİK;27;AK PARTİ;KASTAMONU;0;30;0;0;0;0;0;0;0;18;0;0;41.0
Çetin ARIK;27;CHP;KAYSERİ;35;42;65;0;2;2;0;0;41;703;0;0;47.0
Dursun ATAŞ;27;İYİ PARTİ;KAYSERİ;5;8;92;0;1;1;0;0;33;503;0;0;52.0
Hülya NERGİS;27;AK PARTİ;KAYSERİ;0;30;0;0;0;0;0;0;1;19;0;0;51.0
İSMAİL ÖZDEMİR;27;MHP;KAYSERİ;7;8;116;0;0;0;0;0;4;45;0;0;33.0
İsmail TAMER;27;AK PARTİ;KAYSERİ;1;52;0;0;0;0;0;0;1;22;0;0;62.0
İsmail Emrah KARAYEL;27;AK PARTİ;KAYSERİ;1;20;0;0;0;0;0;0;1;5;0;0;40.0
Mehmet ÖZHASEKİ;27;AK PARTİ;KAYSERİ;0;1;0;0;0;0;0;0;0;0;0;0;61.0
Mustafa ELİTAŞ;27;AK PARTİ;KAYSERİ;6;8;0;0;0;0;0;0;0;1;0;0;61.0
Mustafa Baki ERSOY;27;MHP;KAYSERİ;0;3;57;0;0;0;0;0;7;78;0;0;37.0
Taner YILDIZ;27;AK PARTİ;KAYSERİ;0;8;0;0;0;0;0;0;0;3;0;0;56.0
Ahmet ÖNAL;27;CHP;KIRIKKALE;8;14;94;0;2;2;0;0;18;385;0;0;35.0
Halil ÖZTÜRK;27;MHP;KIRIKKALE;46;50;61;0;0;0;0;0;6;120;0;0;43.0
Ramazan CAN;27;AK PARTİ;KIRIKKALE;2;105;0;0;0;0;0;0;1;47;0;0;48.0
Selahattin MİNSOLMAZ;27;AK PARTİ;KIRKLARELİ;2;56;0;0;0;0;0;0;1;20;0;0;48.0
Türabi KAYAN;27;CHP;KIRKLARELİ;7;15;156;0;13;13;0;0;34;1551;0;0;63.0
Vecdi GÜNDOĞDU;27;CHP;KIRKLARELİ;4;10;144;0;9;9;0;0;17;1057;0;0;49.0
Metin İLHAN;27;CHP;KIRŞEHİR;2;9;152;0;6;6;0;0;2;410;0;0;46.0
Mustafa KENDİRLİ;27;AK PARTİ;KIRŞEHİR;0;32;0;0;0;0;0;0;0;2;0;0;43.0
Ahmet Salih DAL;27;AK PARTİ;KİLİS;0;24;0;0;0;0;0;0;0;3;0;0;47.0
Mustafa Hilmi DÜLGER;27;AK PARTİ;KİLİS;1;15;0;0;0;0;0;0;1;4;0;0;56.0
Cemil YAMAN;27;AK PARTİ;KOCAELİ;0;59;0;0;0;0;0;0;0;18;0;0;48.0
Emine ZEYBEK;27;AK PARTİ;KOCAELİ;0;27;0;0;0;0;0;0;0;9;0;0;51.0
Fatma KAPLAN HÜRRİYET;27;CHP;KOCAELİ;12;13;5;0;4;4;0;0;6;160;0;0;36.0
Fikri IŞIK;27;AK PARTİ;KOCAELİ;0;1;0;0;0;0;0;0;0;1;0;0;53.0
Haydar AKAR;27;CHP;KOCAELİ;5;9;45;0;0;0;0;0;6;280;0;0;55.0
İlyas ŞEKER;27;AK PARTİ;KOCAELİ;3;67;1;0;0;0;0;0;0;20;0;0;58.0
Lütfü TÜRKKAN;27;İYİ PARTİ;KOCAELİ;37;38;823;0;1;1;0;0;71;103;0;0;59.0
Mehmet Akif YILMAZ;27;AK PARTİ;KOCAELİ;0;14;0;0;0;0;0;0;0;16;0;0;43.0
Ömer Faruk GERGERLİOĞLU;27;HDP;KOCAELİ;50;53;6153;0;2;2;0;0;24;725;0;0;53.0
Radiye Sezer KATIRCIOĞLU;27;AK PARTİ;KOCAELİ;0;55;0;0;0;0;0;0;0;22;0;0;53.0
Saffet SANCAKLI;27;MHP;KOCAELİ;1;2;0;0;0;0;0;0;0;146;0;0;52.0
Sami ÇAKIR;27;AK PARTİ;KOCAELİ;0;30;0;0;0;0;0;0;0;15;0;0;60.0
Tahsin TARHAN;27;CHP;KOCAELİ;27;35;406;0;8;8;0;0;44;1158;0;0;54.0
Abdulkadir KARADUMAN;27;SAADET P;KONYA;6;8;542;0;0;0;0;0;0;0;0;0;26.0
Abdullah AĞRALI;27;AK PARTİ;KONYA;0;11;0;0;0;0;0;0;1;7;0;0;49.0
Abdüllatif ŞENER;27;CHP;KONYA;2;7;34;0;1;1;0;0;2;127;0;0;64.0
Ahmet SORGUN;27;AK PARTİ;KONYA;0;57;0;0;0;0;0;0;0;21;0;0;60.0
Esin KARA;27;MHP;KONYA;21;30;131;0;0;0;0;0;64;199;0;0;42.0
Fahrettin YOKUŞ;27;İYİ PARTİ;KONYA;23;26;138;0;1;1;0;0;40;612;0;0;60.0
Gülay SAMANCI;27;AK PARTİ;KONYA;0;34;0;0;0;0;0;0;0;6;0;0;41.0
Hacı Ahmet ÖZDEMİR;27;AK PARTİ;KONYA;2;59;0;0;0;0;0;0;0;17;0;0;57.0
Halil ETYEMEZ;27;AK PARTİ;KONYA;1;41;0;0;0;0;0;0;0;5;0;0;53.0
Leyla ŞAHİN USTA;27;AK PARTİ;KONYA;0;9;0;0;0;0;0;0;0;1;0;0;45.0
Mustafa KALAYCI;27;MHP;KONYA;22;32;0;0;0;0;0;0;4;111;0;0;58.0
Orhan ERDEM;27;AK PARTİ;KONYA;2;29;0;0;0;0;0;0;0;16;0;0;55.0
Selman ÖZBOYACI;27;AK PARTİ;KONYA;1;22;0;0;0;0;0;0;0;20;0;0;29.0
Tahir AKYÜREK;27;AK PARTİ;KONYA;0;75;0;0;0;0;0;0;0;20;0;0;59.0
Ziya ALTUNYALDIZ;27;AK PARTİ;KONYA;5;19;0;0;0;0;0;0;0;18;0;0;55.0
Ahmet TAN;27;AK PARTİ;KÜTAHYA;1;30;0;0;0;0;0;0;0;15;0;0;53.0
Ahmet ERBAŞ;27;MHP;KÜTAHYA;2;3;31;0;0;0;0;0;3;132;0;0;52.0
Ali Fazıl KASAP;27;CHP;KÜTAHYA;27;34;271;0;9;9;0;0;34;750;0;0;53.0
Ceyda ÇETİN ERENLER;27;AK PARTİ;KÜTAHYA;0;51;0;0;0;0;0;0;0;36;0;0;43.0
İshak GAZEL;27;AK PARTİ;KÜTAHYA;1;25;1;0;0;0;0;0;0;18;0;0;38.0
Ahmet ÇAKIR;27;AK PARTİ;MALATYA;0;46;0;0;0;0;0;0;1;11;0;0;54.0
Bülent TÜFENKCİ;27;AK PARTİ;MALATYA;4;27;0;0;0;0;0;0;0;6;0;0;52.0
Hakan KAHTALI;27;AK PARTİ;MALATYA;0;37;0;0;0;0;0;0;0;8;0;0;52.0
Mehmet Celal FENDOĞLU;27;MHP;MALATYA;0;6;7;0;0;0;0;0;1;204;0;0;57.0
Öznur ÇALIK;27;AK PARTİ;MALATYA;0;42;0;0;0;0;0;0;1;6;0;0;53.0
Veli AĞBABA;27;CHP;MALATYA;38;55;259;0;14;14;0;0;80;2166;0;0;50.0
Ahmet Vehbi BAKIRLIOĞLU;27;CHP;MANİSA;8;14;128;0;5;5;0;0;14;414;0;0;44.0
Bekir BAŞEVİRGEN;27;CHP;MANİSA;0;6;176;0;2;2;0;0;5;262;0;0;43.0
Erkan AKÇAY;27;MHP;MANİSA;18;19;38;0;0;0;0;0;8;10;0;0;57.0
İsmail BİLEN;27;AK PARTİ;MANİSA;1;70;0;0;0;0;0;0;0;23;0;0;57.0
Mehmet Ali ÖZKAN;27;AK PARTİ;MANİSA;0;54;0;0;0;0;0;0;0;6;0;0;45.0
Murat BAYBATUR;27;AK PARTİ;MANİSA;0;58;0;0;0;0;0;0;0;15;0;0;40.0
Özgür ÖZEL;27;CHP;MANİSA;111;111;329;0;16;16;0;0;28;113;0;0;44.0
Semra KAPLAN KIVIRCIK;27;AK PARTİ;MANİSA;0;58;0;0;0;0;0;0;1;20;0;0;42.0
Tamer AKKAL;27;AK PARTİ;MANİSA;4;20;8;0;1;1;0;0;2;48;0;0;44.0
Uğur AYDEMİR;27;AK PARTİ;MANİSA;4;43;0;0;0;0;0;0;0;5;0;0;51.0
Cengiz DEMİRKAYA;27;AK PARTİ;MARDİN;0;46;0;0;0;0;0;0;0;24;0;0;50.0
Ebrü GÜNAY;27;HDP;MARDİN;0;1;197;0;2;2;0;0;33;964;0;0;36.0
Mithat SANCAR;27;HDP;MARDİN;0;0;0;0;0;0;0;0;0;0;0;0;55.0
Pero DUNDAR;27;HDP;MARDİN;1;3;212;0;2;2;0;0;47;935;0;0;47.0
Şeyhmus DİNÇEL;27;AK PARTİ;MARDİN;0;25;0;0;0;0;0;0;0;14;0;0;52.0
Tuma ÇELİK;27;BAĞIMSIZ;MARDİN;6;7;232;0;0;0;0;0;17;317;0;0;52.0
Ali Cumhur TAŞKIN;27;AK PARTİ;MERSİN;0;76;0;0;0;0;0;0;0;33;0;0;51.0
Ali Mahir BAŞARIR;27;CHP;MERSİN;11;33;372;0;7;7;0;0;28;737;0;0;43.0
Alpay ANTMEN;27;CHP;MERSİN;45;65;1269;0;19;19;0;0;40;1605;0;0;49.0
Baki ŞİMŞEK;27;MHP;MERSİN;0;3;1;0;0;0;0;0;1;199;0;0;49.0
Behiç ÇELİK;27;İYİ PARTİ;MERSİN;8;10;199;0;1;1;0;0;39;532;0;0;63.0
Cengiz GÖKÇEL;27;CHP;MERSİN;14;21;132;0;8;8;0;0;34;887;0;0;53.0
Fatma KURTULAN;27;HDP;MERSİN;2;4;210;0;1;1;0;0;59;479;0;0;54.0
Hacı ÖZKAN;27;AK PARTİ;MERSİN;0;28;0;0;0;0;0;0;0;14;0;0;55.0
Lütfi ELVAN;27;AK PARTİ;MERSİN;0;1;0;0;0;0;0;0;0;0;0;0;56.0
Olcay KILAVUZ;27;MHP;MERSİN;10;11;79;0;0;0;0;0;15;158;0;0;33.0
Rıdvan TURAN;27;HDP;MERSİN;13;15;300;0;3;3;0;0;71;975;0;0;47.0
Zeki Hakan SIDALI;27;İYİ PARTİ;MERSİN;0;1;158;0;0;0;0;0;1;387;0;0;49.0
Zeynep GÜL YILMAZ;27;AK PARTİ;MERSİN;0;44;0;0;0;0;0;0;0;20;0;0;42.0
Burak ERBAY;27;CHP;MUĞLA;12;17;116;0;5;5;0;0;40;674;0;0;40.0
Mehmet Yavuz DEMİR;27;AK PARTİ;MUĞLA;0;45;0;0;0;0;0;0;0;16;0;0;65.0
Metin ERGUN;27;İYİ PARTİ;MUĞLA;5;6;127;0;1;1;0;0;7;392;0;0;55.0
Mürsel ALBAN;27;CHP;MUĞLA;11;16;197;0;3;3;0;0;21;645;0;0;48.0
Suat ÖZCAN;27;CHP;MUĞLA;18;26;311;0;3;3;0;0;4;252;0;0;58.0
Süleyman GİRGİN;27;CHP;MUĞLA;28;35;308;0;5;5;0;0;39;701;0;0;56.0
Yelda EROL GÖKCAN;27;AK PARTİ;MUĞLA;0;18;0;0;0;0;0;0;0;15;0;0;42.0
Gülüstan KILIÇ KOÇYİĞİT;27;HDP;MUŞ;17;20;429;0;2;2;0;0;65;800;0;0;39.0
Mehmet Emin ŞİMŞEK;27;AK PARTİ;MUŞ;0;7;0;0;0;0;0;0;0;3;0;0;54.0
Mensur IŞIK;27;HDP;MUŞ;2;3;64;0;0;0;0;0;11;343;0;0;43.0
Şevin COŞKUN;27;HDP;MUŞ;4;6;273;0;2;2;0;0;67;1059;0;0;38.0
Faruk SARIASLAN;27;CHP;NEVŞEHİR;0;5;128;0;6;6;0;0;1;596;0;0;65.0
Mustafa AÇIKGÖZ;27;AK PARTİ;NEVŞEHİR;1;23;0;0;0;0;0;0;0;19;0;0;47.0
Yücel MENEKŞE;27;AK PARTİ;NEVŞEHİR;0;47;0;0;0;0;0;0;0;6;0;0;55.0
Ömer Fethi GÜRER;27;CHP;NİĞDE;257;449;4791;0;23;23;0;0;375;2186;0;0;61.0
Selim GÜLTEKİN;27;AK PARTİ;NİĞDE;1;84;0;0;0;0;0;0;0;37;0;0;39.0
Yavuz ERGUN;27;AK PARTİ;NİĞDE;0;68;0;0;0;0;0;0;0;34;0;0;44.0
Cemal ENGİNYURT;27;DP;ORDU;7;12;0;0;0;0;0;0;3;105;0;0;53.0
Ergün TAŞCI;27;AK PARTİ;ORDU;0;34;1;0;0;0;0;0;0;18;0;0;44.0
Metin GÜNDOĞDU;27;AK PARTİ;ORDU;0;28;0;0;0;0;0;0;0;23;0;0;45.0
Mustafa ADIGÜZEL;27;CHP;ORDU;14;23;481;0;1;1;0;0;9;143;0;0;51.0
Seyit TORUN;27;CHP;ORDU;3;8;30;0;7;7;0;0;2;510;0;0;50.0
Şenel YEDİYILDIZ;27;AK PARTİ;ORDU;0;24;0;0;0;0;0;0;0;15;0;0;65.0
