NAME;TERM;PARTY;CITY;KANUN_TEKLIF_ILK;KANUN_TEKLIF;SORU_ONERGELERI_YAZILI;SORU_ONERGELERI_SOZLU;GENEL_GORUSME_ILK;GENEL_GORUSME;MEC_SORUSTURMA_ILK;MEC_SORUSTURMA;MEC_ARASTIRMA_ILK;MEC_ARASTIRMA;GENSORU_ILK;GENSORU;AGE
İbrahim Halil FIRAT;27;AK PARTİ;ADIYAMAN;0;26;0;0;0;0;0;0;0;12;0;0;45.0
Muhammed Fatih TOPRAK;27;AK PARTİ;ADIYAMAN;0;22;0;0;0;0;0;0;0;19;0;0;33.0
Yakup TAŞ;27;AK PARTİ;ADIYAMAN;0;25;0;0;0;0;0;0;0;6;0;0;59.0
Ali ÖZKAYA;27;AK PARTİ;AFYONKARAHİSAR;2;63;0;0;0;0;0;0;0;18;0;0;48.0
Burcu KÖKSAL;27;CHP;AFYONKARAHİSAR;22;29;271;0;2;2;0;0;20;263;0;0;38.0
Gültekin UYSAL;27;DP;AFYONKARAHİSAR;5;5;11;0;0;0;0;0;0;0;0;0;42.0
İbrahim YURDUNUSEVEN;27;AK PARTİ;AFYONKARAHİSAR;1;77;0;0;0;0;0;0;0;21;0;0;49.0
Mehmet TAYTAK;27;MHP;AFYONKARAHİSAR;7;8;5;0;0;0;0;0;0;81;0;0;59.0
Veysel EROĞLU;27;AK PARTİ;AFYONKARAHİSAR;0;26;0;0;0;0;0;0;0;16;0;0;70.0
Abdullah KOÇ;27;HDP;AĞRI;32;34;348;0;2;2;0;0;110;843;0;0;46.0
Berdan ÖZTÜRK;27;HDP;AĞRI;0;0;21;0;1;1;0;0;4;712;0;0;38.0
Dirayet Dilan TAŞDEMİR;27;HDP;AĞRI;8;10;224;0;1;1;0;0;40;723;0;0;36.0
Ekrem ÇELEBİ;27;AK PARTİ;AĞRI;2;85;0;0;0;0;0;0;0;18;0;0;53.0
Ayhan EREL;27;İYİ PARTİ;AKSARAY;7;11;74;0;1;1;0;0;49;606;0;0;61.0
Cengiz AYDOĞDU;27;AK PARTİ;AKSARAY;0;3;0;0;0;0;0;0;0;4;0;0;60.0
İlknur İNCEÖZ;27;AK PARTİ;AKSARAY;0;3;0;0;0;0;0;0;0;1;0;0;45.0
Ramazan KAŞLI;27;MHP;AKSARAY;1;4;8;0;0;0;0;0;2;192;0;0;49.0
Hasan ÇİLEZ;27;AK PARTİ;AMASYA;0;59;0;0;0;0;0;0;0;21;0;0;44.0
Mustafa TUNCER;27;CHP;AMASYA;0;4;11;0;5;5;0;0;0;329;0;0;47.0
Mustafa Levent KARAHOCAGİL;27;AK PARTİ;AMASYA;0;39;0;0;0;0;0;0;0;12;0;0;59.0
Ahmet Haluk KOÇ;27;CHP;ANKARA;0;5;0;0;0;0;0;0;0;202;0;0;64.0
Ali Haydar HAKVERDİ;27;CHP;ANKARA;31;50;172;0;3;3;0;0;33;1035;0;0;39.0
Ali İhsan ARSLAN;27;AK PARTİ;ANKARA;0;2;0;0;0;0;0;0;0;1;0;0;49.0
Arife POLAT DÜZGÜN;27;AK PARTİ;ANKARA;1;55;0;0;0;0;0;0;1;19;0;0;49.0
Asuman ERDOĞAN;27;AK PARTİ;ANKARA;0;39;0;0;0;0;0;0;0;6;0;0;38.0
Ayhan ALTINTAŞ;27;İYİ PARTİ;ANKARA;1;4;11;0;1;1;0;0;10;596;0;0;60.0
Barış AYDIN;27;AK PARTİ;ANKARA;0;4;0;0;0;0;0;0;0;1;0;0;43.0
Bülent KUŞOĞLU;27;CHP;ANKARA;0;6;8;0;1;1;0;0;0;35;0;0;60.0
Durmuş YILMAZ;27;İYİ PARTİ;ANKARA;2;4;3;0;0;0;0;0;0;263;0;0;71.0
Emrullah İŞLER;27;AK PARTİ;ANKARA;0;66;0;0;0;0;0;0;0;16;0;0;58.0
Erkan HABERAL;27;MHP;ANKARA;44;46;1;0;0;0;0;0;2;83;0;0;46.0
Fatih ŞAHİN;27;AK PARTİ;ANKARA;2;16;0;0;0;0;0;0;0;8;0;0;39.0
Filiz KERESTECİOĞLU DEMİR;27;HDP;ANKARA;12;15;245;0;1;1;0;0;37;635;0;0;57.0
Gamze TAŞCIER;27;CHP;ANKARA;23;31;161;0;8;8;0;0;49;1285;0;0;36.0
Hacı TURAN;27;AK PARTİ;ANKARA;0;28;0;0;0;0;0;0;0;4;0;0;50.0
İbrahim Halil ORAL;27;İYİ PARTİ;ANKARA;0;2;126;0;0;0;0;0;26;564;0;0;60.0
Koray AYDIN;27;İYİ PARTİ;ANKARA;0;1;10;0;0;0;0;0;0;177;0;0;63.0
Levent GÖK;27;CHP;ANKARA;46;62;701;0;8;8;0;0;100;439;0;0;59.0
Lütfiye Selva ÇAM;27;AK PARTİ;ANKARA;1;64;0;0;0;0;0;0;0;19;0;0;48.0
Mehmet Naci BOSTANCI;27;AK PARTİ;ANKARA;3;5;0;0;0;0;0;0;0;0;0;0;61.0
Mevlüt KARAKAYA;27;MHP;ANKARA;4;6;20;0;0;0;0;0;0;8;0;0;55.0
Murat EMİR;27;CHP;ANKARA;41;60;474;0;1;1;0;0;49;216;0;0;49.0
Mustafa DESTİCİ;27;BBP;ANKARA;12;12;0;0;0;0;0;0;1;1;0;0;52.0
Nevin TAŞLIÇAY;27;MHP;ANKARA;2;7;22;0;0;0;0;0;2;118;0;0;44.0
Nevzat CEYLAN;27;AK PARTİ;ANKARA;0;35;0;0;0;0;0;0;2;18;0;0;65.0
Nihat YEŞİL;27;CHP;ANKARA;5;10;94;0;12;12;0;0;12;908;0;0;61.0
Orhan YEGİN;27;AK PARTİ;ANKARA;2;85;0;0;0;0;0;0;0;36;0;0;40.0
Sadir DURMAZ;27;MHP;ANKARA;0;2;3;0;0;0;0;0;0;17;0;0;55.0
Servet ÜNSAL;27;CHP;ANKARA;2;19;111;0;12;12;0;0;11;1139;0;0;61.0
Şenol SUNAT;27;İYİ PARTİ;ANKARA;5;5;77;0;0;0;0;0;10;504;0;0;62.0
Tekin BİNGÖL;27;CHP;ANKARA;7;14;197;0;6;6;0;0;42;838;0;0;63.0
Yalçın AKDOĞAN;27;AK PARTİ;ANKARA;0;7;0;0;0;0;0;0;1;3;0;0;49.0
Yaşar YILDIRIM;27;MHP;ANKARA;0;3;0;0;0;0;0;0;0;31;0;0;62.0
Yıldırım KAYA;27;CHP;ANKARA;6;11;306;0;3;3;0;0;19;416;0;0;60.0
Yıldırım Tuğrul TÜRKEŞ;27;AK PARTİ;ANKARA;1;7;0;0;0;0;0;0;0;0;0;0;64.0
Zeynep YILDIZ;27;AK PARTİ;ANKARA;0;17;0;0;0;0;0;0;0;19;0;0;26.0
Abdurrahman BAŞKAN;27;MHP;ANTALYA;0;2;0;0;0;0;0;0;3;168;0;0;54.0
Atay USLU;27;AK PARTİ;ANTALYA;4;56;0;0;0;0;0;0;0;23;0;0;48.0
Aydın ÖZER;27;CHP;ANTALYA;11;21;182;0;13;13;0;0;17;1963;0;0;56.0
Cavit ARI;27;CHP;ANTALYA;7;15;156;0;3;3;0;0;10;466;0;0;50.0
Çetin Osman BUDAK;27;CHP;ANTALYA;11;17;166;0;4;4;0;0;20;290;0;0;58.0
Deniz BAYKAL;27;CHP;ANTALYA;0;2;0;0;0;0;0;0;0;0;0;0;80.0
Feridun BAHŞİ;27;İYİ PARTİ;ANTALYA;30;38;159;0;1;1;0;0;22;519;0;0;59.0
Hasan SUBAŞI;27;İYİ PARTİ;ANTALYA;12;14;84;0;0;0;0;0;5;499;0;0;68.0
İbrahim AYDIN;27;AK PARTİ;ANTALYA;1;64;0;0;0;0;0;0;0;9;0;0;56.0
Kemal ÇELİK;27;AK PARTİ;ANTALYA;2;43;0;0;0;0;0;0;0;24;0;0;62.0
Kemal BÜLBÜL;27;HDP;ANTALYA;5;8;186;0;1;1;0;0;12;803;0;0;55.0
Mevlüt ÇAVUŞOĞLU;27;AK PARTİ;ANTALYA;0;0;0;0;0;0;0;0;0;0;0;0;50.0
Mustafa KÖSE;27;AK PARTİ;ANTALYA;1;20;0;0;0;0;0;0;0;9;0;0;41.0
Rafet ZEYBEK;27;CHP;ANTALYA;7;28;329;0;3;3;0;0;12;436;0;0;56.0
Sena Nur ÇELİK;27;AK PARTİ;ANTALYA;0;71;0;0;0;0;0;0;0;2;0;0;32.0
Tuba VURAL ÇOKAL;27;AK PARTİ;ANTALYA;9;24;102;0;1;1;0;0;12;139;0;0;45.0
Orhan ATALAY;27;AK PARTİ;ARDAHAN;1;3;0;0;0;0;0;0;0;13;0;0;53.0
Öztürk YILMAZ;27;YENİLİK P;ARDAHAN;0;0;2;0;0;0;0;0;0;1;0;0;48.0
Ertunç Erkan BALTA;27;AK PARTİ;ARTVİN;0;11;0;0;0;0;0;0;0;1;0;0;46.0
Uğur BAYRAKTUTAN;27;CHP;ARTVİN;27;34;1203;0;3;3;0;0;122;374;0;0;53.0
Aydın Adnan SEZGİN;27;İYİ PARTİ;AYDIN;0;1;265;0;1;1;0;0;4;429;0;0;62.0
Bekir Kuvvet ERİM;27;AK PARTİ;AYDIN;1;71;4;0;0;0;0;0;0;26;0;0;61.0
Bülent TEZCAN;27;CHP;AYDIN;3;7;31;0;0;0;0;0;7;57;0;0;53.0
Hüseyin YILDIZ;27;CHP;AYDIN;1;12;14;0;3;3;0;0;1;1174;0;0;51.0
Metin YAVUZ;27;AK PARTİ;AYDIN;1;66;0;0;0;0;0;0;0;18;0;0;49.0
Mustafa SAVAŞ;27;AK PARTİ;AYDIN;3;26;0;0;0;0;0;0;0;14;0;0;53.0
Rıza POSACI;27;AK PARTİ;AYDIN;0;18;0;0;0;0;0;0;0;13;0;0;55.0
Süleyman BÜLBÜL;27;CHP;AYDIN;40;58;635;0;6;6;0;0;74;1050;0;0;54.0
Adil ÇELİK;27;AK PARTİ;BALIKESİR;0;30;0;0;0;0;0;0;0;22;0;0;50.0
Ahmet AKIN;27;CHP;BALIKESİR;27;34;126;0;7;7;0;0;28;904;0;0;45.0
Belgin UYGUR;27;AK PARTİ;BALIKESİR;0;47;0;0;0;0;0;0;0;5;0;0;41.0
Ensar AYTEKİN;27;CHP;BALIKESİR;28;36;194;0;0;0;0;0;55;356;0;0;46.0
Fikret ŞAHİN;27;CHP;BALIKESİR;25;32;108;0;5;5;0;0;14;521;0;0;50.0
İsmail OK;27;AK PARTİ;BALIKESİR;55;70;132;0;1;1;0;0;36;118;0;0;54.0
Mustafa CANBEY;27;AK PARTİ;BALIKESİR;0;47;0;0;0;0;0;0;0;15;0;0;43.0
Pakize Mutlu AYDEMİR;27;AK PARTİ;BALIKESİR;0;41;0;0;0;0;0;0;0;15;0;0;51.0
Yavuz SUBAŞI;27;AK PARTİ;BALIKESİR;0;52;0;0;0;0;0;0;0;8;0;0;57.0
Aysu BANKOĞLU;27;CHP;BARTIN;4;10;90;0;1;1;0;0;6;296;0;0;29.0
Yılmaz TUNÇ;27;AK PARTİ;BARTIN;6;28;0;0;0;0;0;0;0;11;0;0;47.0
Ayşe ACAR BAŞARAN;27;HDP;BATMAN;7;8;333;0;1;1;0;0;46;920;0;0;33.0
Feleknas UCA;27;HDP;BATMAN;4;5;137;0;0;0;0;0;5;473;0;0;42.0
Mehmet Rüştü TİRYAKİ;27;HDP;BATMAN;10;13;112;0;0;0;0;0;24;443;0;0;47.0
Necdet İPEKYÜZ;27;HDP;BATMAN;16;33;297;0;1;1;0;0;30;1015;0;0;54.0
Ziver ÖZDEMİR;27;AK PARTİ;BATMAN;0;35;0;0;0;0;0;0;0;16;0;0;53.0
Fetani BATTAL;27;AK PARTİ;BAYBURT;0;5;0;0;0;0;0;0;0;2;0;0;55.0
Selim YAĞCI;27;AK PARTİ;BİLECİK;0;58;0;0;0;0;0;0;0;7;0;0;52.0
Yaşar TÜZÜN;27;CHP;BİLECİK;6;11;19;0;3;3;0;0;1;83;0;0;52.0
Cevdet YILMAZ;27;AK PARTİ;BİNGÖL;0;4;0;0;0;0;0;0;0;2;0;0;51.0
Erdal AYDEMİR;27;HDP;BİNGÖL;1;2;284;0;2;2;0;0;10;679;0;0;50.0
Feyzi BERDİBEK;27;AK PARTİ;BİNGÖL;0;29;0;0;0;0;0;0;1;17;0;0;61.0
Cemal TAŞAR;27;AK PARTİ;BİTLİS;0;29;0;0;0;0;0;0;0;22;0;0;55.0
Mahmut Celadet GAYDALI;27;HDP;BİTLİS;3;3;92;0;0;0;0;0;13;13;0;0;67.0
Vahit KİLER;27;AK PARTİ;BİTLİS;0;2;0;0;0;0;0;0;0;1;0;0;52.0
Arzu AYDIN;27;AK PARTİ;BOLU;0;31;0;0;0;0;0;0;0;3;0;0;49.0
Fehmi KÜPÇÜ;27;AK PARTİ;BOLU;0;29;0;0;0;0;0;0;1;16;0;0;44.0
Tanju ÖZCAN;27;CHP;BOLU;3;3;2;0;0;0;0;0;0;38;0;0;45.0
Bayram ÖZÇELİK;27;AK PARTİ;BURDUR;0;40;0;0;0;0;0;0;0;19;0;0;52.0
Mehmet GÖKER;27;CHP;BURDUR;6;14;215;0;3;3;0;0;9;1029;0;0;51.0
Yasin UĞUR;27;AK PARTİ;BURDUR;0;52;0;0;0;0;0;0;1;27;0;0;40.0
Ahmet KILIÇ;27;AK PARTİ;BURSA;1;52;0;0;0;0;0;0;0;19;0;0;32.0
Ahmet Kamil EROZAN;27;İYİ PARTİ;BURSA;0;2;52;0;0;0;0;0;0;476;0;0;68.0
Atilla ÖDÜNÇ;27;AK PARTİ;BURSA;0;40;0;0;0;0;0;0;0;17;0;0;41.0
Efkan ALA;27;AK PARTİ;BURSA;1;5;0;0;0;0;0;0;0;3;0;0;53.0
Emine YAVUZ GÖZGEÇ;27;AK PARTİ;BURSA;0;27;0;0;0;0;0;0;0;9;0;0;49.0
Erkan AYDIN;27;CHP;BURSA;11;20;194;0;4;4;0;0;52;380;0;0;44.0
Hakan ÇAVUŞOĞLU;27;AK PARTİ;BURSA;3;34;0;0;0;0;0;0;0;18;0;0;46.0
İsmail TATLIOĞLU;27;İYİ PARTİ;BURSA;3;3;29;0;0;0;0;0;14;271;0;0;58.0
İsmet BÜYÜKATAMAN;27;MHP;BURSA;0;1;0;0;0;0;0;0;0;4;0;0;65.0
Lale KARABIYIK;27;CHP;BURSA;7;16;62;0;1;1;0;0;15;197;0;0;53.0
Muhammet Müfit AYDIN;27;AK PARTİ;BURSA;0;52;0;0;0;0;0;0;0;36;0;0;64.0
Mustafa ESGİN;27;AK PARTİ;BURSA;0;23;0;0;0;0;0;0;0;5;0;0;51.0
Mustafa Hidayet VAHAPOĞLU;27;MHP;BURSA;20;21;25;0;0;0;0;0;1;96;0;0;62.0
Nurhayat ALTACA KAYIŞOĞLU;27;CHP;BURSA;20;28;167;0;14;14;0;0;26;1548;0;0;40.0
Orhan SARIBAL;27;CHP;BURSA;8;16;97;0;8;8;0;0;2;1011;0;0;52.0
Osman MESTEN;27;AK PARTİ;BURSA;1;21;0;0;0;0;0;0;0;2;0;0;47.0
Refik ÖZEN;27;AK PARTİ;BURSA;1;37;0;0;0;0;0;0;0;9;0;0;43.0
Vildan YILMAZ GÜREL;27;AK PARTİ;BURSA;0;46;0;0;0;0;0;0;0;16;0;0;42.0
Yüksel ÖZKAN;27;CHP;BURSA;16;22;139;0;5;5;0;0;47;1480;0;0;58.0
Zafer IŞIK;27;AK PARTİ;BURSA;0;50;0;0;0;0;0;0;0;19;0;0;46.0
Bülent TURAN;27;AK PARTİ;ÇANAKKALE;10;11;0;0;0;0;0;0;1;4;0;0;43.0
Jülide İSKENDEROĞLU;27;AK PARTİ;ÇANAKKALE;0;70;0;0;0;0;0;0;0;23;0;0;44.0
Muharrem ERKEK;27;CHP;ÇANAKKALE;13;31;26;0;0;0;0;0;10;159;0;0;49.0
Özgür CEYLAN;27;CHP;ÇANAKKALE;9;17;133;0;12;12;0;0;10;928;0;0;45.0
Muhammet Emin AKBAŞOĞLU;27;AK PARTİ;ÇANKIRI;8;9;0;0;0;0;0;0;0;2;0;0;50.0
Salim ÇİVİTCİOĞLU;27;AK PARTİ;ÇANKIRI;0;44;0;0;0;0;0;0;0;18;0;0;48.0
Ahmet Sami CEYLAN;27;AK PARTİ;ÇORUM;0;16;0;0;0;0;0;0;0;3;0;0;47.0
Erol KAVUNCU;27;AK PARTİ;ÇORUM;0;29;0;0;0;0;0;0;0;14;0;0;55.0
Oğuzhan KAYA;27;AK PARTİ;ÇORUM;2;29;0;0;0;0;0;0;0;19;0;0;42.0
Tufan KÖSE;27;CHP;ÇORUM;1;5;18;0;3;3;0;0;5;135;0;0;51.0
Ahmet YILDIZ;27;AK PARTİ;DENİZLİ;0;10;0;0;0;0;0;0;0;5;0;0;54.0
Cahit ÖZKAN;27;AK PARTİ;DENİZLİ;6;10;0;0;0;0;0;0;0;15;0;0;42.0
Gülizar BİÇER KARACA;27;CHP;DENİZLİ;31;36;346;0;7;7;0;0;57;642;0;0;51.0
Haşim Teoman SANCAR;27;BAĞIMSIZ;DENİZLİ;7;9;8;0;3;3;0;0;4;198;0;0;48.0
Kazım ARSLAN;27;CHP;DENİZLİ;6;7;5;0;5;5;0;0;8;651;0;0;64.0
Nilgün ÖK;27;AK PARTİ;DENİZLİ;3;51;0;0;0;0;0;0;0;7;0;0;42.0
Şahin TİN;27;AK PARTİ;DENİZLİ;1;38;0;0;0;0;0;0;0;6;0;0;52.0
Yasin ÖZTÜRK;27;İYİ PARTİ;DENİZLİ;23;25;673;0;1;1;0;0;38;536;0;0;46.0
Adnan Selçuk MIZRAKLI;27;HDP;DİYARBAKIR;1;1;4;0;0;0;0;0;1;84;0;0;55.0
Dersim DAĞ;27;HDP;DİYARBAKIR;12;13;404;0;1;1;0;0;36;830;0;0;22.0
Ebubekir BAL;27;AK PARTİ;DİYARBAKIR;0;10;0;0;0;0;0;0;0;3;0;0;54.0
Garo PAYLAN;27;HDP;DİYARBAKIR;25;34;187;0;0;0;0;0;17;639;0;0;46.0
Hişyar ÖZSOY;27;HDP;DİYARBAKIR;1;2;110;0;1;1;0;0;7;514;0;0;41.0
İmam TAŞÇIER;27;HDP;DİYARBAKIR;1;3;32;0;1;1;0;0;2;581;0;0;59.0
Mehmet Mehdi EKER;27;AK PARTİ;DİYARBAKIR;0;10;0;0;0;0;0;0;1;16;0;0;62.0
Musa FARİSOĞULLARI;27;HDP;DİYARBAKIR;0;0;33;0;0;0;0;0;1;133;0;0;62.0
Oya ERONAT;27;AK PARTİ;DİYARBAKIR;0;39;0;0;0;0;0;0;0;21;0;0;56.0
Remziye TOSUN;27;HDP;DİYARBAKIR;2;2;411;0;2;2;0;0;40;689;0;0;37.0
Salihe AYDENİZ;27;DBP;DİYARBAKIR;0;0;36;0;0;0;0;0;4;138;0;0;45.0
Semra GÜZEL;27;HDP;DİYARBAKIR;6;8;274;0;1;1;0;0;36;491;0;0;34.0
Ayşe KEŞİR;27;AK PARTİ;DÜZCE;1;17;0;0;0;0;0;0;0;9;0;0;51.0
Fahri ÇAKIR;27;AK PARTİ;DÜZCE;1;15;0;0;0;0;0;0;0;4;0;0;60.0
Ümit YILMAZ;27;MHP;DÜZCE;15;19;69;0;0;0;0;0;4;220;0;0;47.0
Erdin BİRCAN;27;CHP;EDİRNE;0;0;3;0;0;0;0;0;0;2;0;0;59.0
Fatma AKSAL;27;AK PARTİ;EDİRNE;1;53;0;0;0;0;0;0;0;20;0;0;53.0
Okan GAYTANCIOĞLU;27;CHP;EDİRNE;8;14;270;0;9;9;0;0;11;679;0;0;51.0
Orhan ÇAKIRLAR;27;İYİ PARTİ;EDİRNE;2;4;71;0;1;1;0;0;1;416;0;0;64.0
Gürsel EROL;27;CHP;ELAZIĞ;10;14;70;0;0;0;0;0;6;37;0;0;55.0
Metin BULUT;27;AK PARTİ;ELAZIĞ;0;17;0;0;0;0;0;0;0;2;0;0;47.0
Sermin BALIK;27;AK PARTİ;ELAZIĞ;0;43;0;0;0;0;0;0;0;22;0;0;46.0
Zülfü DEMİRBAĞ;27;AK PARTİ;ELAZIĞ;0;59;0;0;0;0;0;0;1;7;0;0;62.0
Zülfü Tolga AĞAR;27;AK PARTİ;ELAZIĞ;0;17;0;0;0;0;0;0;0;5;0;0;43.0
Burhan ÇAKIR;27;AK PARTİ;ERZİNCAN;0;56;0;0;0;0;0;0;0;15;0;0;49.0
Süleyman KARAMAN;27;AK PARTİ;ERZİNCAN;0;65;0;0;0;0;0;0;0;17;0;0;62.0
İbrahim AYDEMİR;27;AK PARTİ;ERZURUM;4;74;0;0;0;0;0;0;0;33;0;0;56.0
KAMİL AYDIN;27;MHP;ERZURUM;0;1;0;0;0;0;0;0;0;27;0;0;55.0
Muhammet Naci CİNİSLİ;27;İYİ PARTİ;ERZURUM;8;9;139;0;1;1;0;0;2;462;0;0;49.0
Recep AKDAĞ;27;AK PARTİ;ERZURUM;1;5;0;0;0;0;0;0;0;2;0;0;58.0
Selami ALTINOK;27;AK PARTİ;ERZURUM;0;20;0;0;0;0;0;0;0;17;0;0;52.0
Zehra TAŞKESENLİOĞLU BAN;27;AK PARTİ;ERZURUM;1;79;0;0;0;0;0;0;0;5;0;0;46.0
Arslan KABUKCUOĞLU;27;İYİ PARTİ;ESKİŞEHİR;41;43;964;0;0;0;0;0;151;556;0;0;61.0
Emine Nur GÜNAY;27;AK PARTİ;ESKİŞEHİR;0;5;0;0;0;0;0;0;0;17;0;0;56.0
Harun KARACAN;27;AK PARTİ;ESKİŞEHİR;0;34;0;0;0;0;0;0;0;14;0;0;52.0
Jale Nur SÜLLÜ;27;CHP;ESKİŞEHİR;20;25;112;0;5;5;0;0;35;376;0;0;56.0
Metin Nurullah SAZAK;27;MHP;ESKİŞEHİR;0;3;73;0;0;0;0;0;1;200;0;0;59.0
Nabi AVCI;27;AK PARTİ;ESKİŞEHİR;0;1;0;0;0;0;0;0;1;1;0;0;65.0
Utku ÇAKIRÖZER;27;CHP;ESKİŞEHİR;22;45;159;0;5;5;0;0;21;1013;0;0;48.0
Abdulhamit GÜL;27;AK PARTİ;GAZİANTEP;0;0;0;0;0;0;0;0;0;0;0;0;41.0
Abdullah Nejat KOÇER;27;AK PARTİ;GAZİANTEP;1;99;0;0;0;0;0;0;0;19;0;0;55.0
Ahmet UZER;27;AK PARTİ;GAZİANTEP;0;11;0;0;0;0;0;0;0;2;0;0;62.0
Ali ŞAHİN;27;AK PARTİ;GAZİANTEP;1;66;0;0;0;0;0;0;0;19;0;0;48.0
Ali Muhittin TAŞDOĞAN;27;MHP;GAZİANTEP;7;10;63;0;0;0;0;0;9;173;0;0;45.0
Bayram YILMAZKAYA;27;CHP;GAZİANTEP;21;31;129;0;8;8;0;0;25;843;0;0;50.0
Derya BAKBAK;27;AK PARTİ;GAZİANTEP;0;30;0;0;0;0;0;0;0;16;0;0;46.0
İmam Hüseyin FİLİZ;27;İYİ PARTİ;GAZİANTEP;1;3;20;0;0;0;0;0;3;546;0;0;68.0
İrfan KAPLAN;27;CHP;GAZİANTEP;7;17;328;0;16;16;0;0;16;1152;0;0;64.0
Mahmut TOĞRUL;27;HDP;GAZİANTEP;3;3;131;0;1;1;0;0;20;623;0;0;51.0
Mehmet ERDOĞAN;27;AK PARTİ;GAZİANTEP;1;68;0;0;0;0;0;0;3;34;0;0;62.0
Mehmet Sait KİRAZOĞLU;27;AK PARTİ;GAZİANTEP;3;83;0;0;0;0;0;0;0;21;0;0;45.0
Müslüm YÜKSEL;27;AK PARTİ;GAZİANTEP;0;35;0;0;0;0;0;0;0;5;0;0;24.0
SERMET ATAY;27;MHP;GAZİANTEP;2;7;3;0;0;0;0;0;0;115;0;0;54.0
Cemal ÖZTÜRK;27;AK PARTİ;GİRESUN;5;48;0;0;0;0;0;0;0;15;0;0;60.0
Kadir AYDIN;27;AK PARTİ;GİRESUN;0;27;0;0;0;0;0;0;0;16;0;0;47.0
Necati TIĞLI;27;CHP;GİRESUN;18;25;337;0;3;3;0;0;12;721;0;0;35.0
Sabri ÖZTÜRK;27;AK PARTİ;GİRESUN;0;30;0;0;0;0;0;0;0;17;0;0;45.0
Cihan PEKTAŞ;27;AK PARTİ;GÜMÜŞHANE;0;55;0;0;0;0;0;0;3;31;0;0;48.0
Hacı Osman AKGÜL;27;AK PARTİ;GÜMÜŞHANE;0;20;0;0;0;0;0;0;0;18;0;0;58.0
Husret DİNÇ;27;AK PARTİ;HAKKARİ;0;12;0;0;0;0;0;0;0;16;0;0;49.0
Leyla GÜVEN;27;HDP;HAKKARİ;0;0;3;0;0;0;0;0;0;1;0;0;54.0
Sait DEDE;27;HDP;HAKKARİ;6;8;247;0;3;3;0;0;16;1113;0;0;33.0
Abdulkadir ÖZEL;27;AK PARTİ;HATAY;0;20;0;0;0;0;0;0;0;3;0;0;39.0
Barış Atay MENGÜLLÜOĞLU;27;TİP;HATAY;1;6;92;0;0;0;0;0;0;1;0;0;37.0
Hacı Bayram TÜRKOĞLU;27;AK PARTİ;HATAY;0;38;0;0;0;0;0;0;2;24;0;0;64.0
Hüseyin YAYMAN;27;AK PARTİ;HATAY;1;21;0;0;0;0;0;0;1;6;0;0;49.0
Hüseyin ŞANVERDİ;27;AK PARTİ;HATAY;0;32;3;0;0;0;0;0;0;6;0;0;55.0
İsmet TOKDEMİR;27;CHP;HATAY;3;8;111;0;3;3;0;0;2;181;0;0;59.0
Lütfi KAŞIKÇI;27;MHP;HATAY;3;6;91;0;0;0;0;0;7;149;0;0;36.0
Mehmet GÜZELMANSUR;27;CHP;HATAY;23;28;157;0;3;3;0;0;11;146;0;0;51.0
Sabahat ÖZGÜRSOY;27;AK PARTİ;HATAY;0;36;1;0;0;0;0;0;0;6;0;0;36.0
Serkan TOPAL;27;CHP;HATAY;22;30;391;0;10;10;0;0;52;1579;0;0;42.0
Suzan ŞAHİN;27;CHP;HATAY;40;45;297;0;11;11;0;0;22;714;0;0;50.0
Habip EKSİK;27;HDP;IĞDIR;16;18;182;0;3;3;0;0;31;740;0;0;33.0
Yaşar KARADAĞ;27;MHP;IĞDIR;7;8;9;0;0;0;0;0;2;143;0;0;42.0
Aylin CESUR;27;İYİ PARTİ;ISPARTA;6;9;381;0;0;0;0;0;50;435;0;0;48.0
Mehmet Uğur GÖKGÖZ;27;AK PARTİ;ISPARTA;0;28;0;0;0;0;0;0;0;19;0;0;50.0
Recep ÖZEL;27;AK PARTİ;ISPARTA;1;49;0;0;0;0;0;0;0;20;0;0;49.0
Süreyya Sadi BİLGİÇ;27;AK PARTİ;ISPARTA;0;2;0;0;0;0;0;0;0;1;0;0;57.0
Abdul Ahat ANDİCAN;27;İYİ PARTİ;İSTANBUL;4;4;4;0;0;0;0;0;3;274;0;0;67.0
Abdullah GÜLER;27;AK PARTİ;İSTANBUL;5;68;0;0;0;0;0;0;0;33;0;0;49.0
Ahmet ŞIK;27;TİP;İSTANBUL;1;6;49;0;0;0;0;0;0;248;0;0;48.0
Ahmet ÇELİK;27;İYİ PARTİ;İSTANBUL;0;2;41;0;0;0;0;0;1;257;0;0;61.0
Ahmet Hamdi ÇAMLI;27;AK PARTİ;İSTANBUL;0;29;0;0;0;0;0;0;0;14;0;0;53.0
Ahmet Mücahit ARINÇ;27;AK PARTİ;İSTANBUL;0;30;0;0;0;0;0;0;0;5;0;0;32.0
Ahmet Ünal ÇEVİKÖZ;27;CHP;İSTANBUL;2;6;36;0;1;1;0;0;6;23;0;0;66.0
Akif Çağatay KILIÇ;27;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;4;0;0;42.0
Alev DEDEGİL;27;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;2;0;0;60.0
Ali ŞEKER;27;CHP;İSTANBUL;5;12;86;0;2;2;0;0;15;1089;0;0;50.0
Ali KENANOĞLU;27;HDP;İSTANBUL;9;12;351;0;3;3;0;0;37;789;0;0;47.0
